i,r,reg_cap_cost_mult
evmc_storage_6,p04007,1
evmc_storage_7,p04007,1
evmc_storage_8,p04007,1
evmc_storage_9,p04007,1
evmc_storage_10,p04007,1
evmc_shape_1,p04007,1
evmc_shape_2,p04007,1
evmc_shape_3,p04007,1
evmc_shape_4,p04007,1
evmc_shape_5,p04007,1
evmc_shape_6,p04007,1
evmc_shape_7,p04007,1
evmc_shape_8,p04007,1
evmc_shape_9,p04007,1
evmc_shape_10,p04007,1
egs_allkm_1,p19069,1
egs_allkm_2,p19069,1
egs_allkm_3,p19069,1
egs_allkm_4,p19069,1
egs_allkm_5,p19069,1
egs_allkm_6,p19069,1
egs_allkm_7,p19069,1
egs_allkm_8,p19069,1
egs_allkm_9,p19069,1
egs_allkm_10,p19069,1
egs_nearfield_1,p19069,1
egs_nearfield_2,p19069,1
egs_nearfield_3,p19069,1
egs_nearfield_4,p19069,1
egs_nearfield_5,p19069,1
egs_nearfield_6,p19069,1
egs_nearfield_7,p19069,1
egs_nearfield_8,p19069,1
egs_nearfield_9,p19069,1
egs_nearfield_10,p19069,1
geohydro_allkm_1,p19069,1
geohydro_allkm_2,p19069,1
geohydro_allkm_3,p19069,1
geohydro_allkm_4,p19069,1
geohydro_allkm_5,p19069,1
geohydro_allkm_6,p19069,1
geohydro_allkm_7,p19069,1
geohydro_allkm_8,p19069,1
geohydro_allkm_9,p19069,1
geohydro_allkm_10,p19069,1
evmc_storage_1,p19069,1
evmc_storage_2,p19069,1
evmc_storage_3,p19069,1
evmc_storage_4,p19069,1
evmc_storage_5,p19069,1
evmc_storage_6,p19069,1
evmc_storage_7,p19069,1
evmc_storage_8,p19069,1
evmc_storage_9,p19069,1
evmc_storage_10,p19069,1
evmc_shape_1,p19069,1
evmc_shape_2,p19069,1
evmc_shape_3,p19069,1
evmc_shape_4,p19069,1
evmc_shape_5,p19069,1
evmc_shape_6,p19069,1
evmc_shape_7,p19069,1
evmc_shape_8,p19069,1
evmc_shape_9,p19069,1
evmc_shape_10,p19069,1
egs_allkm_1,p06065,1
egs_allkm_2,p06065,1
egs_allkm_3,p06065,1
egs_allkm_4,p06065,1
egs_allkm_5,p06065,1
egs_allkm_6,p06065,1
egs_allkm_7,p06065,1
egs_allkm_8,p06065,1
egs_allkm_9,p06065,1
egs_allkm_10,p06065,1
egs_nearfield_1,p06065,1
egs_nearfield_2,p06065,1
egs_nearfield_3,p06065,1
egs_nearfield_4,p06065,1
egs_nearfield_5,p06065,1
egs_nearfield_6,p06065,1
egs_nearfield_7,p06065,1
egs_nearfield_8,p06065,1
egs_nearfield_9,p06065,1
egs_nearfield_10,p06065,1
geohydro_allkm_1,p06065,1
geohydro_allkm_2,p06065,1
geohydro_allkm_3,p06065,1
geohydro_allkm_4,p06065,1
geohydro_allkm_5,p06065,1
geohydro_allkm_6,p06065,1
geohydro_allkm_7,p06065,1
geohydro_allkm_8,p06065,1
geohydro_allkm_9,p06065,1
geohydro_allkm_10,p06065,1
evmc_storage_1,p06065,1
evmc_storage_2,p06065,1
evmc_storage_3,p06065,1
evmc_storage_4,p06065,1
evmc_storage_5,p06065,1
evmc_storage_6,p06065,1
evmc_storage_7,p06065,1
evmc_storage_8,p06065,1
evmc_storage_9,p06065,1
evmc_storage_10,p06065,1
evmc_shape_1,p06065,1
evmc_shape_2,p06065,1
evmc_shape_3,p06065,1
evmc_shape_4,p06065,1
evmc_shape_5,p06065,1
evmc_shape_6,p06065,1
evmc_shape_7,p06065,1
evmc_shape_8,p06065,1
evmc_shape_9,p06065,1
evmc_shape_10,p06065,1
egs_allkm_1,p41005,1
egs_allkm_2,p41005,1
egs_allkm_3,p41005,1
egs_allkm_4,p41005,1
egs_allkm_5,p41005,1
egs_allkm_6,p41005,1
egs_allkm_7,p41005,1
egs_allkm_8,p41005,1
egs_allkm_9,p41005,1
egs_allkm_10,p41005,1
egs_nearfield_1,p41005,1
egs_nearfield_2,p41005,1
egs_nearfield_3,p41005,1
egs_nearfield_4,p41005,1
egs_nearfield_5,p41005,1
egs_nearfield_6,p41005,1
egs_nearfield_7,p41005,1
egs_nearfield_8,p41005,1
egs_nearfield_9,p41005,1
egs_nearfield_10,p41005,1
geohydro_allkm_1,p41005,1
geohydro_allkm_2,p41005,1
geohydro_allkm_3,p41005,1
geohydro_allkm_4,p41005,1
geohydro_allkm_5,p41005,1
geohydro_allkm_6,p41005,1
geohydro_allkm_7,p41005,1
geohydro_allkm_8,p41005,1
geohydro_allkm_9,p41005,1
geohydro_allkm_10,p41005,1
evmc_storage_1,p41005,1
evmc_storage_2,p41005,1
evmc_storage_3,p41005,1
evmc_storage_4,p41005,1
evmc_storage_5,p41005,1
evmc_storage_6,p41005,1
evmc_storage_7,p41005,1
evmc_storage_8,p41005,1
evmc_storage_9,p41005,1
evmc_storage_10,p41005,1
evmc_shape_1,p41005,1
evmc_shape_2,p41005,1
evmc_shape_3,p41005,1
evmc_shape_4,p41005,1
evmc_shape_5,p41005,1
evmc_shape_6,p41005,1
evmc_shape_7,p41005,1
evmc_shape_8,p41005,1
evmc_shape_9,p41005,1
evmc_shape_10,p41005,1
egs_allkm_1,p06063,1
egs_allkm_2,p06063,1
egs_allkm_3,p06063,1
egs_allkm_4,p06063,1
egs_allkm_5,p06063,1
egs_allkm_6,p06063,1
egs_allkm_7,p06063,1
egs_allkm_8,p06063,1
egs_allkm_9,p06063,1
egs_allkm_10,p06063,1
egs_nearfield_1,p06063,1
egs_nearfield_2,p06063,1
egs_nearfield_3,p06063,1
egs_nearfield_4,p06063,1
egs_nearfield_5,p06063,1
egs_nearfield_6,p06063,1
egs_nearfield_7,p06063,1
egs_nearfield_8,p06063,1
egs_nearfield_9,p06063,1
egs_nearfield_10,p06063,1
geohydro_allkm_1,p06063,1
geohydro_allkm_2,p06063,1
geohydro_allkm_3,p06063,1
geohydro_allkm_4,p06063,1
geohydro_allkm_5,p06063,1
geohydro_allkm_6,p06063,1
geohydro_allkm_7,p06063,1
geohydro_allkm_8,p06063,1
geohydro_allkm_9,p06063,1
geohydro_allkm_10,p06063,1
evmc_storage_1,p06063,1
evmc_storage_2,p06063,1
evmc_storage_3,p06063,1
evmc_storage_4,p06063,1
evmc_storage_5,p06063,1
evmc_storage_6,p06063,1
evmc_storage_7,p06063,1
evmc_storage_8,p06063,1
evmc_storage_9,p06063,1
evmc_storage_10,p06063,1
evmc_shape_1,p06063,1
evmc_shape_2,p06063,1
evmc_shape_3,p06063,1
evmc_shape_4,p06063,1
evmc_shape_5,p06063,1
evmc_shape_6,p06063,1
evmc_shape_7,p06063,1
evmc_shape_8,p06063,1
evmc_shape_9,p06063,1
evmc_shape_10,p06063,1
egs_allkm_1,p40141,1
egs_allkm_2,p40141,1
egs_allkm_3,p40141,1
egs_allkm_4,p40141,1
egs_allkm_5,p40141,1
egs_allkm_6,p40141,1
egs_allkm_7,p40141,1
egs_allkm_8,p40141,1
egs_allkm_9,p40141,1
egs_allkm_10,p40141,1
egs_nearfield_1,p40141,1
egs_nearfield_2,p40141,1
egs_nearfield_3,p40141,1
egs_nearfield_4,p40141,1
egs_nearfield_5,p40141,1
egs_nearfield_6,p40141,1
egs_nearfield_7,p40141,1
egs_nearfield_8,p40141,1
egs_nearfield_9,p40141,1
egs_nearfield_10,p40141,1
geohydro_allkm_1,p40141,1
geohydro_allkm_2,p40141,1
geohydro_allkm_3,p40141,1
geohydro_allkm_4,p40141,1
geohydro_allkm_5,p40141,1
geohydro_allkm_6,p40141,1
geohydro_allkm_7,p40141,1
geohydro_allkm_8,p40141,1
geohydro_allkm_9,p40141,1
geohydro_allkm_10,p40141,1
evmc_storage_1,p40141,1
evmc_storage_2,p40141,1
evmc_storage_3,p40141,1
evmc_storage_4,p40141,1
evmc_storage_5,p40141,1
evmc_storage_6,p40141,1
evmc_storage_7,p40141,1
evmc_storage_8,p40141,1
evmc_storage_9,p40141,1
evmc_storage_10,p40141,1
evmc_shape_1,p40141,1
evmc_shape_2,p40141,1
evmc_shape_3,p40141,1
evmc_shape_4,p40141,1
evmc_shape_5,p40141,1
evmc_shape_6,p40141,1
evmc_shape_7,p40141,1
evmc_shape_8,p40141,1
evmc_shape_9,p40141,1
evmc_shape_10,p40141,1
egs_allkm_1,p40151,1
egs_allkm_2,p40151,1
egs_allkm_3,p40151,1
egs_allkm_4,p40151,1
egs_allkm_5,p40151,1
egs_allkm_6,p40151,1
egs_allkm_7,p40151,1
egs_allkm_8,p40151,1
egs_allkm_9,p40151,1
egs_allkm_10,p40151,1
egs_nearfield_1,p40151,1
egs_nearfield_2,p40151,1
egs_nearfield_3,p40151,1
egs_nearfield_4,p40151,1
egs_nearfield_5,p40151,1
egs_nearfield_6,p40151,1
egs_nearfield_7,p40151,1
egs_nearfield_8,p40151,1
egs_nearfield_9,p40151,1
egs_nearfield_10,p40151,1
geohydro_allkm_1,p40151,1
geohydro_allkm_2,p40151,1
geohydro_allkm_3,p40151,1
geohydro_allkm_4,p40151,1
geohydro_allkm_5,p40151,1
geohydro_allkm_6,p40151,1
geohydro_allkm_7,p40151,1
geohydro_allkm_8,p40151,1
geohydro_allkm_9,p40151,1
geohydro_allkm_10,p40151,1
evmc_storage_1,p40151,1
evmc_storage_2,p40151,1
evmc_storage_3,p40151,1
evmc_storage_4,p40151,1
evmc_storage_5,p40151,1
evmc_storage_6,p40151,1
evmc_storage_7,p40151,1
evmc_storage_8,p40151,1
evmc_storage_9,p40151,1
evmc_storage_10,p40151,1
evmc_shape_1,p40151,1
evmc_shape_2,p40151,1
evmc_shape_3,p40151,1
evmc_shape_4,p40151,1
evmc_shape_5,p40151,1
evmc_shape_6,p40151,1
evmc_shape_7,p40151,1
evmc_shape_8,p40151,1
evmc_shape_9,p40151,1
evmc_shape_10,p40151,1
egs_allkm_1,p51169,1
egs_allkm_2,p51169,1
egs_allkm_3,p51169,1
egs_allkm_4,p51169,1
egs_allkm_5,p51169,1
egs_allkm_6,p51169,1
egs_allkm_7,p51169,1
egs_allkm_8,p51169,1
egs_allkm_9,p51169,1
egs_allkm_10,p51169,1
egs_nearfield_1,p51169,1
egs_nearfield_2,p51169,1
egs_nearfield_3,p51169,1
egs_nearfield_4,p51169,1
egs_nearfield_5,p51169,1
egs_nearfield_6,p51169,1
egs_nearfield_7,p51169,1
egs_nearfield_8,p51169,1
egs_nearfield_9,p51169,1
egs_nearfield_10,p51169,1
geohydro_allkm_1,p51169,1
geohydro_allkm_2,p51169,1
geohydro_allkm_3,p51169,1
geohydro_allkm_4,p51169,1
geohydro_allkm_5,p51169,1
geohydro_allkm_6,p51169,1
geohydro_allkm_7,p51169,1
geohydro_allkm_8,p51169,1
geohydro_allkm_9,p51169,1
geohydro_allkm_10,p51169,1
evmc_storage_1,p51169,1
evmc_storage_2,p51169,1
evmc_storage_3,p51169,1
evmc_storage_4,p51169,1
evmc_storage_5,p51169,1
evmc_storage_6,p51169,1
evmc_storage_7,p51169,1
evmc_storage_8,p51169,1
evmc_storage_9,p51169,1
evmc_storage_10,p51169,1
evmc_shape_1,p51169,1
evmc_shape_2,p51169,1
evmc_shape_3,p51169,1
evmc_shape_4,p51169,1
evmc_shape_5,p51169,1
evmc_shape_6,p51169,1
evmc_shape_7,p51169,1
evmc_shape_8,p51169,1
evmc_shape_9,p51169,1
evmc_shape_10,p51169,1
egs_allkm_1,p19083,1
egs_allkm_2,p19083,1
egs_allkm_3,p19083,1
egs_allkm_4,p19083,1
egs_allkm_5,p19083,1
egs_allkm_6,p19083,1
egs_allkm_7,p19083,1
egs_allkm_8,p19083,1
egs_allkm_9,p19083,1
egs_allkm_10,p19083,1
egs_nearfield_1,p19083,1
egs_nearfield_2,p19083,1
egs_nearfield_3,p19083,1
egs_nearfield_4,p19083,1
egs_nearfield_5,p19083,1
egs_nearfield_6,p19083,1
egs_nearfield_7,p19083,1
egs_nearfield_8,p19083,1
egs_nearfield_9,p19083,1
egs_nearfield_10,p19083,1
geohydro_allkm_1,p19083,1
geohydro_allkm_2,p19083,1
geohydro_allkm_3,p19083,1
geohydro_allkm_4,p19083,1
geohydro_allkm_5,p19083,1
geohydro_allkm_6,p19083,1
geohydro_allkm_7,p19083,1
geohydro_allkm_8,p19083,1
geohydro_allkm_9,p19083,1
geohydro_allkm_10,p19083,1
evmc_storage_1,p19083,1
evmc_storage_2,p19083,1
evmc_storage_3,p19083,1
evmc_storage_4,p19083,1
evmc_storage_5,p19083,1
evmc_storage_6,p19083,1
evmc_storage_7,p19083,1
evmc_storage_8,p19083,1
evmc_storage_9,p19083,1
evmc_storage_10,p19083,1
evmc_shape_1,p19083,1
evmc_shape_2,p19083,1
evmc_shape_3,p19083,1
evmc_shape_4,p19083,1
evmc_shape_5,p19083,1
evmc_shape_6,p19083,1
evmc_shape_7,p19083,1
evmc_shape_8,p19083,1
evmc_shape_9,p19083,1
evmc_shape_10,p19083,1
egs_allkm_1,p32001,1
egs_allkm_2,p32001,1
egs_allkm_3,p32001,1
egs_allkm_4,p32001,1
egs_allkm_5,p32001,1
egs_allkm_6,p32001,1
egs_allkm_7,p32001,1
egs_allkm_8,p32001,1
egs_allkm_9,p32001,1
egs_allkm_10,p32001,1
egs_nearfield_1,p32001,1
egs_nearfield_2,p32001,1
egs_nearfield_3,p32001,1
egs_nearfield_4,p32001,1
egs_nearfield_5,p32001,1
egs_nearfield_6,p32001,1
egs_nearfield_7,p32001,1
egs_nearfield_8,p32001,1
egs_nearfield_9,p32001,1
egs_nearfield_10,p32001,1
geohydro_allkm_1,p32001,1
geohydro_allkm_2,p32001,1
geohydro_allkm_3,p32001,1
geohydro_allkm_4,p32001,1
geohydro_allkm_5,p32001,1
geohydro_allkm_6,p32001,1
geohydro_allkm_7,p32001,1
geohydro_allkm_8,p32001,1
geohydro_allkm_9,p32001,1
geohydro_allkm_10,p32001,1
evmc_storage_1,p32001,1
evmc_storage_2,p32001,1
evmc_storage_3,p32001,1
evmc_storage_4,p32001,1
evmc_storage_5,p32001,1
evmc_storage_6,p32001,1
evmc_storage_7,p32001,1
evmc_storage_8,p32001,1
evmc_storage_9,p32001,1
evmc_storage_10,p32001,1
evmc_shape_1,p32001,1
evmc_shape_2,p32001,1
evmc_shape_3,p32001,1
evmc_shape_4,p32001,1
evmc_shape_5,p32001,1
evmc_shape_6,p32001,1
evmc_shape_7,p32001,1
evmc_shape_8,p32001,1
evmc_shape_9,p32001,1
evmc_shape_10,p32001,1
egs_allkm_1,p40143,1
egs_allkm_2,p40143,1
egs_allkm_3,p40143,1
egs_allkm_4,p40143,1
egs_allkm_5,p40143,1
egs_allkm_6,p40143,1
egs_allkm_7,p40143,1
egs_allkm_8,p40143,1
egs_allkm_9,p40143,1
egs_allkm_10,p40143,1
egs_nearfield_1,p40143,1
egs_nearfield_2,p40143,1
egs_nearfield_3,p40143,1
egs_nearfield_4,p40143,1
egs_nearfield_5,p40143,1
egs_nearfield_6,p40143,1
egs_nearfield_7,p40143,1
egs_nearfield_8,p40143,1
egs_nearfield_9,p40143,1
egs_nearfield_10,p40143,1
geohydro_allkm_1,p40143,1
geohydro_allkm_2,p40143,1
geohydro_allkm_3,p40143,1
geohydro_allkm_4,p40143,1
geohydro_allkm_5,p40143,1
geohydro_allkm_6,p40143,1
geohydro_allkm_7,p40143,1
geohydro_allkm_8,p40143,1
geohydro_allkm_9,p40143,1
geohydro_allkm_10,p40143,1
evmc_storage_1,p40143,1
evmc_storage_2,p40143,1
evmc_storage_3,p40143,1
evmc_storage_4,p40143,1
evmc_storage_5,p40143,1
evmc_storage_6,p40143,1
evmc_storage_7,p40143,1
evmc_storage_8,p40143,1
evmc_storage_9,p40143,1
evmc_storage_10,p40143,1
evmc_shape_1,p40143,1
evmc_shape_2,p40143,1
evmc_shape_3,p40143,1
evmc_shape_4,p40143,1
evmc_shape_5,p40143,1
evmc_shape_6,p40143,1
evmc_shape_7,p40143,1
evmc_shape_8,p40143,1
evmc_shape_9,p40143,1
evmc_shape_10,p40143,1
egs_allkm_1,p04009,1
egs_allkm_2,p04009,1
egs_allkm_3,p04009,1
egs_allkm_4,p04009,1
egs_allkm_5,p04009,1
egs_allkm_6,p04009,1
egs_allkm_7,p04009,1
egs_allkm_8,p04009,1
egs_allkm_9,p04009,1
egs_allkm_10,p04009,1
egs_nearfield_1,p04009,1
egs_nearfield_2,p04009,1
egs_nearfield_3,p04009,1
egs_nearfield_4,p04009,1
egs_nearfield_5,p04009,1
egs_nearfield_6,p04009,1
egs_nearfield_7,p04009,1
egs_nearfield_8,p04009,1
egs_nearfield_9,p04009,1
egs_nearfield_10,p04009,1
geohydro_allkm_1,p04009,1
geohydro_allkm_2,p04009,1
geohydro_allkm_3,p04009,1
geohydro_allkm_4,p04009,1
geohydro_allkm_5,p04009,1
geohydro_allkm_6,p04009,1
geohydro_allkm_7,p04009,1
geohydro_allkm_8,p04009,1
geohydro_allkm_9,p04009,1
geohydro_allkm_10,p04009,1
evmc_storage_1,p04009,1
evmc_storage_2,p04009,1
evmc_storage_3,p04009,1
evmc_storage_4,p04009,1
evmc_storage_5,p04009,1
evmc_storage_6,p04009,1
evmc_storage_7,p04009,1
evmc_storage_8,p04009,1
evmc_storage_9,p04009,1
evmc_storage_10,p04009,1
evmc_shape_1,p04009,1
evmc_shape_2,p04009,1
evmc_shape_3,p04009,1
evmc_shape_4,p04009,1
evmc_shape_5,p04009,1
evmc_shape_6,p04009,1
evmc_shape_7,p04009,1
evmc_shape_8,p04009,1
evmc_shape_9,p04009,1
evmc_shape_10,p04009,1
egs_allkm_1,p06061,1
egs_allkm_2,p06061,1
egs_allkm_3,p06061,1
egs_allkm_4,p06061,1
egs_allkm_5,p06061,1
egs_allkm_6,p06061,1
egs_allkm_7,p06061,1
egs_allkm_8,p06061,1
egs_allkm_9,p06061,1
egs_allkm_10,p06061,1
egs_nearfield_1,p06061,1
egs_nearfield_2,p06061,1
egs_nearfield_3,p06061,1
egs_nearfield_4,p06061,1
egs_nearfield_5,p06061,1
egs_nearfield_6,p06061,1
egs_nearfield_7,p06061,1
egs_nearfield_8,p06061,1
egs_nearfield_9,p06061,1
egs_nearfield_10,p06061,1
geohydro_allkm_1,p06061,1
geohydro_allkm_2,p06061,1
geohydro_allkm_3,p06061,1
geohydro_allkm_4,p06061,1
geohydro_allkm_5,p06061,1
geohydro_allkm_6,p06061,1
geohydro_allkm_7,p06061,1
geohydro_allkm_8,p06061,1
geohydro_allkm_9,p06061,1
geohydro_allkm_10,p06061,1
evmc_storage_1,p06061,1
evmc_storage_2,p06061,1
evmc_storage_3,p06061,1
evmc_storage_4,p06061,1
evmc_storage_5,p06061,1
evmc_storage_6,p06061,1
evmc_storage_7,p06061,1
evmc_storage_8,p06061,1
evmc_storage_9,p06061,1
evmc_storage_10,p06061,1
evmc_shape_1,p06061,1
evmc_shape_2,p06061,1
evmc_shape_3,p06061,1
evmc_shape_4,p06061,1
evmc_shape_5,p06061,1
evmc_shape_6,p06061,1
evmc_shape_7,p06061,1
evmc_shape_8,p06061,1
evmc_shape_9,p06061,1
evmc_shape_10,p06061,1
egs_allkm_1,p40145,1
egs_allkm_2,p40145,1
egs_allkm_3,p40145,1
egs_allkm_4,p40145,1
egs_allkm_5,p40145,1
egs_allkm_6,p40145,1
egs_allkm_7,p40145,1
egs_allkm_8,p40145,1
egs_allkm_9,p40145,1
egs_allkm_10,p40145,1
egs_nearfield_1,p40145,1
egs_nearfield_2,p40145,1
egs_nearfield_3,p40145,1
egs_nearfield_4,p40145,1
egs_nearfield_5,p40145,1
egs_nearfield_6,p40145,1
egs_nearfield_7,p40145,1
egs_nearfield_8,p40145,1
egs_nearfield_9,p40145,1
egs_nearfield_10,p40145,1
geohydro_allkm_1,p40145,1
geohydro_allkm_2,p40145,1
geohydro_allkm_3,p40145,1
geohydro_allkm_4,p40145,1
geohydro_allkm_5,p40145,1
geohydro_allkm_6,p40145,1
geohydro_allkm_7,p40145,1
geohydro_allkm_8,p40145,1
geohydro_allkm_9,p40145,1
geohydro_allkm_10,p40145,1
evmc_storage_1,p40145,1
evmc_storage_2,p40145,1
evmc_storage_3,p40145,1
evmc_storage_4,p40145,1
evmc_storage_5,p40145,1
evmc_storage_6,p40145,1
evmc_storage_7,p40145,1
evmc_storage_8,p40145,1
evmc_storage_9,p40145,1
evmc_storage_10,p40145,1
evmc_shape_1,p40145,1
evmc_shape_2,p40145,1
evmc_shape_3,p40145,1
evmc_shape_4,p40145,1
evmc_shape_5,p40145,1
evmc_shape_6,p40145,1
evmc_shape_7,p40145,1
evmc_shape_8,p40145,1
evmc_shape_9,p40145,1
evmc_shape_10,p40145,1
egs_allkm_1,p25019,1
egs_allkm_2,p25019,1
egs_allkm_3,p25019,1
egs_allkm_4,p25019,1
egs_allkm_5,p25019,1
egs_allkm_6,p25019,1
egs_allkm_7,p25019,1
egs_allkm_8,p25019,1
egs_allkm_9,p25019,1
egs_allkm_10,p25019,1
egs_nearfield_1,p25019,1
egs_nearfield_2,p25019,1
egs_nearfield_3,p25019,1
egs_nearfield_4,p25019,1
egs_nearfield_5,p25019,1
egs_nearfield_6,p25019,1
egs_nearfield_7,p25019,1
egs_nearfield_8,p25019,1
egs_nearfield_9,p25019,1
egs_nearfield_10,p25019,1
geohydro_allkm_1,p25019,1
geohydro_allkm_2,p25019,1
geohydro_allkm_3,p25019,1
geohydro_allkm_4,p25019,1
geohydro_allkm_5,p25019,1
geohydro_allkm_6,p25019,1
geohydro_allkm_7,p25019,1
geohydro_allkm_8,p25019,1
geohydro_allkm_9,p25019,1
geohydro_allkm_10,p25019,1
evmc_storage_1,p25019,1
evmc_storage_2,p25019,1
evmc_storage_3,p25019,1
evmc_storage_4,p25019,1
evmc_storage_5,p25019,1
evmc_storage_6,p25019,1
evmc_storage_7,p25019,1
evmc_storage_8,p25019,1
evmc_storage_9,p25019,1
evmc_storage_10,p25019,1
evmc_shape_1,p25019,1
evmc_shape_2,p25019,1
evmc_shape_3,p25019,1
evmc_shape_4,p25019,1
evmc_shape_5,p25019,1
evmc_shape_6,p25019,1
evmc_shape_7,p25019,1
evmc_shape_8,p25019,1
evmc_shape_9,p25019,1
evmc_shape_10,p25019,1
egs_allkm_1,p19081,1
egs_allkm_2,p19081,1
egs_allkm_3,p19081,1
egs_allkm_4,p19081,1
egs_allkm_5,p19081,1
egs_allkm_6,p19081,1
egs_allkm_7,p19081,1
egs_allkm_8,p19081,1
egs_allkm_9,p19081,1
egs_allkm_10,p19081,1
egs_nearfield_1,p19081,1
egs_nearfield_2,p19081,1
egs_nearfield_3,p19081,1
egs_nearfield_4,p19081,1
egs_nearfield_5,p19081,1
egs_nearfield_6,p19081,1
egs_nearfield_7,p19081,1
egs_nearfield_8,p19081,1
egs_nearfield_9,p19081,1
egs_nearfield_10,p19081,1
geohydro_allkm_1,p19081,1
geohydro_allkm_2,p19081,1
geohydro_allkm_3,p19081,1
geohydro_allkm_4,p19081,1
geohydro_allkm_5,p19081,1
geohydro_allkm_6,p19081,1
geohydro_allkm_7,p19081,1
geohydro_allkm_8,p19081,1
geohydro_allkm_9,p19081,1
geohydro_allkm_10,p19081,1
evmc_storage_1,p19081,1
evmc_storage_2,p19081,1
evmc_storage_3,p19081,1
evmc_storage_4,p19081,1
evmc_storage_5,p19081,1
evmc_storage_6,p19081,1
evmc_storage_7,p19081,1
evmc_storage_8,p19081,1
evmc_storage_9,p19081,1
evmc_storage_10,p19081,1
evmc_shape_1,p19081,1
evmc_shape_2,p19081,1
evmc_shape_3,p19081,1
evmc_shape_4,p19081,1
evmc_shape_5,p19081,1
evmc_shape_6,p19081,1
evmc_shape_7,p19081,1
evmc_shape_8,p19081,1
evmc_shape_9,p19081,1
evmc_shape_10,p19081,1
egs_allkm_1,p31185,1
egs_allkm_2,p31185,1
egs_allkm_3,p31185,1
egs_allkm_4,p31185,1
egs_allkm_5,p31185,1
egs_allkm_6,p31185,1
egs_allkm_7,p31185,1
egs_allkm_8,p31185,1
egs_allkm_9,p31185,1
egs_allkm_10,p31185,1
egs_nearfield_1,p31185,1
egs_nearfield_2,p31185,1
egs_nearfield_3,p31185,1
egs_nearfield_4,p31185,1
egs_nearfield_5,p31185,1
egs_nearfield_6,p31185,1
egs_nearfield_7,p31185,1
egs_nearfield_8,p31185,1
egs_nearfield_9,p31185,1
egs_nearfield_10,p31185,1
geohydro_allkm_1,p31185,1
geohydro_allkm_2,p31185,1
geohydro_allkm_3,p31185,1
geohydro_allkm_4,p31185,1
geohydro_allkm_5,p31185,1
geohydro_allkm_6,p31185,1
geohydro_allkm_7,p31185,1
geohydro_allkm_8,p31185,1
geohydro_allkm_9,p31185,1
geohydro_allkm_10,p31185,1
evmc_storage_1,p31185,1
evmc_storage_2,p31185,1
evmc_storage_3,p31185,1
evmc_storage_4,p31185,1
evmc_storage_5,p31185,1
evmc_storage_6,p31185,1
evmc_storage_7,p31185,1
evmc_storage_8,p31185,1
evmc_storage_9,p31185,1
evmc_storage_10,p31185,1
evmc_shape_1,p31185,1
evmc_shape_2,p31185,1
evmc_shape_3,p31185,1
evmc_shape_4,p31185,1
evmc_shape_5,p31185,1
evmc_shape_6,p31185,1
evmc_shape_7,p31185,1
evmc_shape_8,p31185,1
evmc_shape_9,p31185,1
evmc_shape_10,p31185,1
egs_allkm_1,p40147,1
egs_allkm_2,p40147,1
egs_allkm_3,p40147,1
egs_allkm_4,p40147,1
egs_allkm_5,p40147,1
egs_allkm_6,p40147,1
egs_allkm_7,p40147,1
egs_allkm_8,p40147,1
egs_allkm_9,p40147,1
egs_allkm_10,p40147,1
egs_nearfield_1,p40147,1
egs_nearfield_2,p40147,1
egs_nearfield_3,p40147,1
egs_nearfield_4,p40147,1
egs_nearfield_5,p40147,1
egs_nearfield_6,p40147,1
egs_nearfield_7,p40147,1
egs_nearfield_8,p40147,1
egs_nearfield_9,p40147,1
egs_nearfield_10,p40147,1
geohydro_allkm_1,p40147,1
geohydro_allkm_2,p40147,1
geohydro_allkm_3,p40147,1
geohydro_allkm_4,p40147,1
geohydro_allkm_5,p40147,1
geohydro_allkm_6,p40147,1
geohydro_allkm_7,p40147,1
geohydro_allkm_8,p40147,1
geohydro_allkm_9,p40147,1
geohydro_allkm_10,p40147,1
evmc_storage_1,p40147,1
evmc_storage_2,p40147,1
evmc_storage_3,p40147,1
evmc_storage_4,p40147,1
evmc_storage_5,p40147,1
evmc_storage_6,p40147,1
evmc_storage_7,p40147,1
evmc_storage_8,p40147,1
evmc_storage_9,p40147,1
evmc_storage_10,p40147,1
evmc_shape_1,p40147,1
evmc_shape_2,p40147,1
evmc_shape_3,p40147,1
evmc_shape_4,p40147,1
evmc_shape_5,p40147,1
evmc_shape_6,p40147,1
evmc_shape_7,p40147,1
evmc_shape_8,p40147,1
evmc_shape_9,p40147,1
evmc_shape_10,p40147,1
egs_allkm_1,p55029,1
egs_allkm_2,p55029,1
egs_allkm_3,p55029,1
egs_allkm_4,p55029,1
egs_allkm_5,p55029,1
egs_allkm_6,p55029,1
egs_allkm_7,p55029,1
egs_allkm_8,p55029,1
egs_allkm_9,p55029,1
egs_allkm_10,p55029,1
egs_nearfield_1,p55029,1
egs_nearfield_2,p55029,1
egs_nearfield_3,p55029,1
egs_nearfield_4,p55029,1
egs_nearfield_5,p55029,1
egs_nearfield_6,p55029,1
egs_nearfield_7,p55029,1
egs_nearfield_8,p55029,1
egs_nearfield_9,p55029,1
egs_nearfield_10,p55029,1
geohydro_allkm_1,p55029,1
geohydro_allkm_2,p55029,1
geohydro_allkm_3,p55029,1
geohydro_allkm_4,p55029,1
geohydro_allkm_5,p55029,1
geohydro_allkm_6,p55029,1
geohydro_allkm_7,p55029,1
geohydro_allkm_8,p55029,1
geohydro_allkm_9,p55029,1
geohydro_allkm_10,p55029,1
evmc_storage_1,p55029,1
